2 3
-5.5998 -2.95393 2 
6.49128 11.5143 0 
-0.204846 -0.0582447 1 
-5.74772 -4.69779 2 
7.99228 4.65677 0 
-2.45236 -3.83527 1 
-8.68685 2.78066 2 
8.84111 -8.28857 0 
-4.06228 -1.14453 1 
-6.26241 -2.76988 2 
3.18784 19.1778 0 
1.08631 2.55969 1 
-6.58843 0.177137 2 
8.77557 2.72663 0 
-0.444967 -0.737839 1 
-5.15846 -5.27146 2 
8.88284 -0.257373 0 
-1.25111 -4.37691 1 
-9.19268 4.89989 2 
8.21525 -1.41931 0 
0.0931567 -2.95901 1 
-8.92327 3.12742 2 
9.22606 -5.68548 0 
-7.55565 -6.28248 1 
-6.09256 -3.17839 2 
10.2565 -4.62613 0 
4.82963 1.38269 1 
-8.03141 3.36004 2 
9.87006 -6.08041 0 
-7.31779 -3.94606 1 
-7.58252 -0.328251 2 
9.48683 -0.0668148 0 
-2.10098 -5.50776 1 
-3.79489 -8.5414 2 
5.73286 14.6816 0 
-7.57171 -3.91847 1 
-8.80747 3.04688 2 
6.41425 10.2538 0 
0.94305 2.72704 1 
-8.60199 3.84152 2 
8.65632 -0.572915 0 
3.40156 0.0168528 1 
-9.24607 4.65197 2 
8.62127 -1.2883 0 
9.55731 9.52854 1 
-9.37729 4.96751 2 
4.98957 8.95065 0 
0.964874 2.05721 1 
-12.6713 12.3681 2 
3.68002 15.2304 0 
8.13771 8.66495 1 
-7.17713 -0.987797 2 
3.67642 25.1025 0 
8.98428 7.08515 1 
-6.07204 -4.0432 2 
9.5613 -5.16728 0 
13.2111 9.93105 1 
-5.41918 -3.14246 2 
6.29156 5.06862 0 
6.08608 9.98898 1 
-8.45278 2.82943 2 
8.71842 -0.665207 0 
0.0810841 -4.38566 1 
-12.122 13.7749 2 
6.56905 9.6375 0 
-11.2789 -10.8358 1 
-5.24192 -5.09717 2 
3.46775 12.8828 0 
-9.66983 -8.40445 1 
-5.70589 -0.258578 2 
4.80383 9.22354 0 
-4.66546 4.26786 1 
-5.89373 -4.35479 2 
11.0346 -5.55139 0 
-9.09589 -9.36921 1 
-9.24553 2.44792 2 
0.704703 26.4135 0 
5.79273 6.59805 1 
-11.5861 11.3212 2 
3.24376 14.4783 0 
-9.02136 -3.55548 1 
-9.32374 4.56826 2 
6.32432 11.5091 0 
-4.83222 -5.08845 1 
-8.29645 5.18841 2 
5.79608 8.44659 0 
-0.152258 -1.36748 1 
-8.42339 3.44933 2 
8.4817 3.43614 0 
-3.71874 -7.6658 1 
-9.21702 5.13651 2 
5.17253 11.9443 0 
-8.16602 -7.54279 1 
-6.46319 -2.2693 2 
8.66742 -3.13782 0 
0.707054 1.83563 1 
-7.8534 1.741 2 
3.59215 13.3113 0 
-6.29271 -7.45025 1 
-3.42948 -8.17175 2 
6.25199 5.55353 0 
6.12352 2.58261 1 
-6.00188 -4.39536 2 
8.67413 -0.878427 0 
-6.05097 -4.32016 1 
-6.69771 -0.764736 2 
5.63416 10.6632 0 
3.82527 2.16039 1 
-11.434 11.3434 2 
5.85629 14.0912 0 
-0.610924 -0.548001 1 
-7.4473 1.543 2 
7.08941 8.48156 0 
-3.67388 -1.77884 1 
-12.9163 13.412 2 
4.9844 5.72947 0 
-7.97257 -4.92011 1 
-6.41494 -2.67887 2 
7.51458 3.40768 0 
3.45443 4.52537 1 
-5.12272 -3.24868 2 
7.11123 11.2906 0 
-8.37434 -4.52888 1 
-7.24882 -0.987376 2 
11.0146 -11.0138 0 
1.47417 4.21871 1 
-9.26713 5.5605 2 
10.3335 -2.79478 0 
2.65696 0.399325 1 
-9.10597 3.90571 2 
5.45447 11.772 0 
-1.7825 1.50349 1 
-4.00812 -9.54922 2 
8.37796 2.30379 0 
1.19142 3.25465 1 
-8.51897 3.65435 2 
5.51612 20.8145 0 
-1.25562 0.751559 1 
-6.75843 1.1186 2 
3.83435 23.9477 0 
6.47248 8.48757 1 
-10.9105 11.3926 2 
10.3982 0.606118 0 
-5.02729 -0.244899 1 
-10.018 6.22576 2 
6.58757 3.49854 0 
10.4968 8.59107 1 
-6.40916 -1.17712 2 
5.62964 14.1203 0 
-5.15396 -3.51598 1 
-5.31797 -4.58403 2 
7.45252 10.3327 0 
0.909564 -0.142756 1 
-8.00281 2.23121 2 
5.72558 9.49306 0 
-0.398294 2.04866 1 
-7.70391 2.87535 2 
5.86952 5.46456 0 
-7.40855 -5.26377 1 
-5.31676 -3.00215 2 
6.6364 8.68767 0 
-7.78701 -2.56887 1 
-13.1445 10.9853 2 
9.48713 -7.27741 0 
5.01425 5.4764 1 
-9.99566 8.55605 2 
7.8856 -1.27044 0 
-0.577194 -4.74963 1 
-5.77946 -4.76719 2 
11.8594 -6.66947 0 
-5.98124 -2.60803 1 
-8.00463 0.974229 2 
7.97401 -1.07396 0 
-0.268462 1.08601 1 
-7.08723 -0.144989 2 
10.7364 -3.49883 0 
-10.301 -9.38779 1 
-6.73792 0.241627 2 
11.03 -6.64202 0 
-2.99362 -0.442158 1 
-3.44232 -9.65015 2 
8.72853 0.0986024 0 
-0.413498 0.261176 1 
-8.52144 3.94806 2 
8.48446 3.52054 0 
-10.2572 -2.87653 1 
-6.81025 -1.7193 2 
5.51649 15.4379 0 
-9.79401 -10.3619 1 
-5.18034 -5.81132 2 
7.5869 -3.22141 0 
0.837556 -2.56544 1 
-1.63361 -14.3079 2 
6.00946 11.2398 0 
0.178906 0.220158 1 
-8.69076 4.8784 2 
7.04833 6.6775 0 
-12.8127 -8.47927 1 
-9.0553 4.59576 2 
3.55766 21.427 0 
-0.452682 3.2009 1 
-7.56636 0.0389328 2 
8.06939 3.73159 0 
14.9914 11.5608 1 
-6.29569 -0.946345 2 
5.19726 17.2337 0 
-6.13727 -3.4939 1 
-6.54507 -1.08299 2 
8.31131 3.91398 0 
3.51162 -0.0174951 1 
-9.74717 5.42163 2 
5.47717 13.5405 0 
-2.10864 -0.996875 1 
-9.77107 8.29243 2 
7.78843 -5.88658 0 
3.73764 3.97828 1 
-13.0392 13.9975 2 
5.89999 8.4575 0 
-12.3442 -11.9356 1 
-9.29259 6.11832 2 
8.00194 -0.737812 0 
-4.45959 1.11868 1 
-6.83305 -0.496211 2 
5.25823 14.4567 0 
3.49494 3.67216 1 
-10.9522 8.16464 2 
9.94699 -8.57384 0 
-2.28971 -1.84397 1 
-6.93137 -0.264379 2 
6.17988 10.8419 0 
-5.46653 -3.18166 1 
-4.50007 -7.14531 2 
11.363 -10.324 0 
6.8927 8.8227 1 
-7.48438 0.197348 2 
4.63548 15.5091 0 
2.35909 1.27919 1 
-9.17459 4.20736 2 
9.7987 -5.86224 0 
-4.9385 0.856249 1 
-9.96629 6.05656 2 
5.94705 4.94722 0 
1.03059 3.28691 1 
-6.66181 -0.632674 2 
6.75155 1.903 0 
-6.65063 -4.40076 1 
-7.65466 0.0875023 2 
9.49658 -1.7808 0 
-10.5454 -4.40071 1 
-9.02373 6.22216 2 
10.7197 -4.89794 0 
-4.69621 -6.43907 1 
-6.13969 -1.70019 2 
7.43206 0.357223 0 
6.51974 3.65845 1 
-0.492619 -17.8595 2 
7.4576 6.99641 0 
0.531854 0.612054 1 
-10.9645 10.8702 2 
10.695 -13.2778 0 
8.31668 4.68468 1 
-6.17205 -3.58794 2 
5.7003 12.6384 0 
3.9766 -1.78963 1 
-5.17312 -4.59146 2 
3.69869 14.0478 0 
1.87235 3.45766 1 
-9.64271 6.24324 2 
10.2466 -0.962256 0 
-7.39172 -6.54254 1 
-11.3545 8.69287 2 
6.90393 6.00075 0 
3.10479 1.02011 1 
-7.99788 1.69057 2 
4.65071 12.198 0 
-0.444888 -6.02206 1 
-5.19659 -4.13948 2 
11.9733 -4.56207 0 
0.580075 -2.83322 1 
-9.87102 6.26321 2 
7.96435 -0.439817 0 
4.3318 1.86035 1 
-9.28875 6.25563 2 
6.04719 3.98132 0 
5.0093 6.96479 1 
-8.15611 2.76323 2 
4.71107 16.1106 0 
0.221195 1.64806 1 
-12.0596 10.8162 2 
5.69762 13.0287 0 
6.83504 7.04689 1 
-6.9308 -1.66283 2 
9.44424 2.48287 0 
6.31184 -0.776492 1 
-10.1412 10.3356 2 
7.24067 -4.3527 0 
-0.495796 0.73592 1 
-13.3554 13.851 2 
11.8856 -7.68444 0 
0.366062 7.42699 1 
-4.58533 -4.90561 2 
9.06046 0.233756 0 
0.144058 -1.43133 1 
-6.76186 -1.41493 2 
9.44714 -2.23237 0 
-0.872213 0.524185 1 
-5.88666 -2.50978 2 
6.89 5.16869 0 
-4.08882 -7.85229 1 
-8.69324 4.85638 2 
6.39271 8.23146 0 
3.44607 2.84466 1 
-8.72891 2.7135 2 
7.10413 7.25474 0 
1.72606 -2.65853 1 
-5.55887 -5.58027 2 
3.90029 16.3533 0 
-12.4759 -6.79351 1 
-11.8186 10.3079 2 
8.20249 2.10921 0 
0.46159 0.280899 1 
-10.014 6.0119 2 
10.1446 -8.82856 0 
5.99106 9.62514 1 
-7.75362 0.0472457 2 
6.50113 9.86663 0 
-0.0849022 -3.73738 1 
-8.83338 3.10482 2 
7.33631 -4.27158 0 
-9.31413 -4.36755 1 
-8.13459 2.27423 2 
3.3856 17.5252 0 
1.73095 2.30357 1 
-2.19377 -9.99971 2 
8.17348 1.27276 0 
8.94361 7.24907 1 
-7.6041 0.471679 2 
5.44698 7.80291 0 
-1.65458 -2.86284 1 
-6.21315 -4.25732 2 
7.64155 0.973297 0 
-4.89947 0.179093 1 
-7.46093 0.441325 2 
6.70846 3.2124 0 
-0.583635 -1.85077 1 
-9.83873 7.74685 2 
7.66618 2.25755 0 
2.24194 4.3827 1 
-5.85949 -3.15716 2 
5.80165 5.9118 0 
-0.522506 0.355078 1 
-4.46965 -6.52924 2 
8.4513 -2.69474 0 
7.45683 5.69801 1 
-10.2826 7.11935 2 
7.63432 6.79525 0 
2.49854 4.55701 1 
-3.56564 -9.48267 2 
6.25924 8.21158 0 
2.31501 0.860718 1 
-8.12499 1.70598 2 
7.59679 3.09697 0 
-2.34653 -4.69357 1 
-7.96778 2.27915 2 
5.7405 8.36435 0 
2.22884 -2.38664 1 
-7.83007 2.74895 2 
8.77851 3.42267 0 
-1.64995 0.157328 1 
-12.974 15.7597 2 
6.40788 6.87962 0 
-3.64889 -0.963153 1 
-6.41156 -0.575129 2 
5.46414 4.82927 0 
-0.168802 2.31166 1 
-7.12194 -0.761683 2 
10.3161 -9.33012 0 
-2.80609 0.233348 1 
-9.95755 7.28448 2 
6.75982 8.65179 0 
-2.56563 -3.01883 1 
-5.63772 -2.24256 2 
7.2721 -0.693266 0 
0.522494 2.2862 1 
-6.61609 -2.39108 2 
6.69741 2.66835 0 
8.39195 8.35293 1 
-10.2894 10.1225 2 
3.41194 9.72598 0 
5.32179 6.90498 1 
-7.3015 0.524598 2 
5.5881 7.10447 0 
-10.5874 -8.80817 1 
-3.92018 -10.0353 2 
6.6502 10.8339 0 
-5.60953 0.582154 1 
-9.66276 6.83822 2 
4.14978 7.40499 0 
-1.09471 1.24734 1 
-7.75676 2.67591 2 
4.71684 11.0794 0 
-2.58267 -6.46659 1 
-10.431 8.82899 2 
7.0035 2.46153 0 
3.79669 5.90109 1 
-10.3971 7.49479 2 
7.63863 0.393013 0 
4.82844 3.37312 1 
-6.28015 -1.74522 2 
5.92832 13.7425 0 
5.04041 5.3982 1 
-5.20738 -6.6748 2 
6.65922 4.55934 0 
-12.14 -6.47045 1 
-7.62516 1.2104 2 
9.16891 -5.9667 0 
0.80336 1.75195 1 
-10.9092 8.55442 2 
6.99034 6.84956 0 
4.73212 6.39443 1 
-9.27979 5.50029 2 
4.93685 9.34035 0 
-11.9259 -12.3773 1 
-10.991 9.18758 2 
7.52846 0.77374 0 
2.98407 2.50385 1 
-5.57719 -0.846149 2 
8.74082 2.9853 0 
-8.69846 -7.56243 1 
-9.7013 6.2538 2 
2.45545 17.2594 0 
3.34731 3.39275 1 
-2.42166 -11.7375 2 
5.56618 14.5151 0 
3.20009 4.74749 1 
-8.60131 2.38175 2 
4.876 15.657 0 
-14.224 -9.58744 1 
-5.4022 -4.66469 2 
7.66466 2.49606 0 
-6.86893 -3.19735 1 
-8.64938 3.27544 2 
7.27883 4.62548 0 
-0.822155 -5.22722 1 
-8.86689 1.47424 2 
8.86721 2.07992 0 
-6.52235 -3.74728 1 
-3.96213 -11.1011 2 
9.68832 -5.75159 0 
-6.35773 -1.03433 1 
-9.28541 3.31928 2 
5.13592 11.5053 0 
4.79727 2.22157 1 
-8.30997 3.40901 2 
8.18481 -4.61862 0 
14.2913 9.46466 1 
-9.85117 2.48633 2 
6.94631 4.07371 0 
2.12568 -1.75874 1 
-8.19649 2.81117 2 
3.59673 20.4216 0 
0.699597 0.201275 1 
-8.47286 4.82301 2 
7.98997 1.30406 0 
1.76764 2.69298 1 
-8.42242 5.98705 2 
6.11809 10.7011 0 
0.136557 -2.07187 1 
-10.6271 7.71351 2 
5.95973 15.1288 0 
-5.79079 -1.0816 1 
-6.32311 -0.498811 2 
6.68457 11.3539 0 
1.63377 5.54487 1 
-10.5537 10.4994 2 
10.3972 -11.3959 0 
-3.16605 -5.35617 1 
-11.4628 10.123 2 
8.21954 -6.51945 0 
2.41932 1.10714 1 
-7.45651 0.621722 2 
7.24391 -1.52672 0 
3.96308 1.76433 1 
-7.06271 -2.39739 2 
5.08026 7.97936 0 
-4.55862 -1.50898 1 
-8.38356 0.502436 2 
8.86236 -2.09009 0 
-7.24029 -5.71812 1 
-7.38873 3.04126 2 
8.63536 -0.382435 0 
-7.50869 -8.63411 1 
-9.02523 3.92754 2 
5.95915 5.87282 0 
3.05773 4.51901 1 
-8.13544 2.96822 2 
4.48925 12.4669 0 
6.63817 8.86428 1 
-5.60962 -4.18882 2 
4.55576 18.8818 0 
2.47264 3.56673 1 
-11.0039 8.98269 2 
6.11765 7.84569 0 
-2.53748 -1.07661 1 
-8.81094 4.1071 2 
5.75522 7.75371 0 
-6.32781 -6.69721 1 
-6.98883 -0.625866 2 
8.63531 -0.949803 0 
2.73374 4.48985 1 
-6.04975 -2.5408 2 
7.21542 -2.00837 0 
7.64086 10.1986 1 
-10.0743 5.63198 2 
8.40367 1.59497 0 
-7.1714 -2.93992 1 
-6.98372 -1.04431 2 
6.55179 8.65928 0 
-0.664227 3.18645 1 
-10.0195 8.82769 2 
7.08686 7.08101 0 
2.95563 2.89753 1 
-8.15105 1.60008 2 
5.067 7.59628 0 
-13.3596 -11.1017 1 
-5.74975 -5.41208 2 
8.78896 -1.19572 0 
1.44094 -2.81765 1 
-5.57383 -4.87011 2 
5.76558 6.31882 0 
1.60161 0.840815 1 
-0.977652 -14.798 2 
9.19437 -3.92299 0 
-6.17378 -5.90842 1 
-7.80586 2.8254 2 
6.179 6.19834 0 
-0.230277 -2.81816 1 
-10.0033 8.44674 2 
9.66477 -5.14946 0 
2.9597 1.84832 1 
-7.37286 3.45581 2 
2.77232 24.7119 0 
1.15623 1.57979 1 
-8.75482 1.8932 2 
5.06488 10.6387 0 
-0.378085 -4.64181 1 
-8.15329 2.51464 2 
6.61307 12.174 0 
9.92912 1.63025 1 
-8.90172 4.03984 2 
9.71465 -1.26659 0 
8.27818 7.23078 1 
-8.49748 2.09394 2 
2.77987 24.907 0 
-0.972228 -2.02077 1 
-8.18402 1.96274 2 
4.49419 7.2535 0 
5.90057 4.34615 1 
-8.08914 0.497179 2 
8.37837 1.02671 0 
2.53211 2.42892 1 
-5.68378 -5.19404 2 
7.29776 0.633445 0 
3.17571 4.27738 1 
-8.06878 -0.195126 2 
9.8507 -0.881444 0 
1.40521 0.78981 1 
-10.878 7.73435 2 
8.98361 0.138761 0 
0.309273 -1.33621 1 
-10.9308 7.46242 2 
8.67097 -7.6317 0 
0.843034 -4.85442 1 
-7.64766 1.52972 2 
8.37606 -4.84727 0 
-7.24382 -2.88821 1 
-14.2192 17.9287 2 
9.44379 -6.3082 0 
-0.579142 2.586 1 
-8.05496 1.44121 2 
6.25259 13.4439 0 
2.66923 -2.09921 1 
-4.97802 -4.25298 2 
3.04256 19.7932 0 
3.73298 5.48289 1 
-6.69605 -1.58735 2 
9.21376 -6.75611 0 
-5.08178 2.58242 1 
-4.51347 -5.06205 2 
7.86939 3.43421 0 
6.24275 1.71937 1 
-8.04057 2.25854 2 
6.45859 8.64743 0 
-4.10657 -6.87858 1 
-7.8779 2.02903 2 
7.47305 0.169093 0 
-1.21967 -2.80096 1 
-5.62457 -3.89896 2 
7.11842 6.64328 0 
5.71119 0.139115 1 
-4.31805 -8.00275 2 
7.20795 8.31322 0 
11.1543 8.66182 1 
-9.32016 4.92622 2 
8.19295 -0.207188 0 
-8.47725 -6.59096 1 
-5.92 -3.30149 2 
12.4065 -10.1386 0 
-4.90884 0.449336 1 
-5.31338 -3.89256 2 
6.99654 -2.47935 0 
4.58561 8.05229 1 
-10.8649 7.0812 2 
8.71253 -0.599943 0 
2.7894 -2.15232 1 
-7.26351 -1.6223 2 
8.41812 -5.49352 0 
-1.75036 -2.70908 1 
-4.01209 -7.44824 2 
7.03983 6.40621 0 
-4.31031 -0.88588 1 
-6.92295 -1.50753 2 
5.93063 0.648971 0 
3.42206 -5.40513 1 
-7.74407 0.66788 2 
9.81947 0.106739 0 
-1.22014 0.583099 1 
-8.22261 -3.36316 2 
7.82534 -1.20511 0 
-3.3901 2.17244 1 
-9.82771 7.44998 2 
8.38363 -1.09245 0 
-7.51179 -1.76913 1 
-4.02543 -5.74833 2 
8.86457 -3.68124 0 
-2.14489 0.292349 1 
-5.88011 -5.54928 2 
7.13101 2.99066 0 
-0.943653 2.75851 1 
-10.9454 8.91312 2 
5.52 11.0376 0 
6.48884 3.96537 1 
-8.74998 4.43802 2 
5.32312 1.91713 0 
-4.01042 -2.13371 1 
-8.02016 2.08092 2 
6.09536 7.54801 0 
-2.75667 -5.23081 1 
-9.13551 3.74509 2 
8.08281 0.294326 0 
-10.2891 -5.59387 1 
-10.6645 7.08234 2 
5.34679 10.1721 0 
6.72512 5.04649 1 
-5.69636 -5.5509 2 
4.16677 17.344 0 
-4.14651 -6.80621 1 
-6.17809 -4.7664 2 
7.48089 7.69414 0 
0.544393 0.237555 1 
-7.54768 0.0171821 2 
8.2588 -1.93792 0 
-1.6034 -3.77572 1 
-4.47954 -8.55135 2 
3.79916 9.72329 0 
-2.29594 -1.95031 1 
-5.36037 -6.72137 2 
12.1203 -6.22432 0 
2.04712 1.68105 1 
-5.22863 -4.10427 2 
8.11033 -3.73044 0 
-0.199036 2.79834 1 
-7.03954 1.22596 2 
8.14749 -3.96195 0 
5.02098 4.82051 1 
-9.4823 5.49597 2 
6.63046 8.50919 0 
-6.47426 -2.45971 1 
-7.66751 0.303131 2 
5.48668 12.2549 0 
1.09258 -1.84585 1 
-5.70568 -2.28118 2 
9.13419 -3.67279 0 
4.0784 -0.536383 1 
-10.0778 8.92815 2 
8.22011 -0.0452024 0 
4.96615 2.57767 1 
-12.4743 11.8619 2 
5.14564 13.4541 0 
5.55965 0.397819 1 
-9.09521 6.4877 2 
5.19981 8.52861 0 
9.14426 5.94724 1 
-7.94832 1.54618 2 
6.18112 13.4455 0 
5.70598 7.51864 1 
-8.77335 4.69325 2 
4.61223 13.1497 0 
3.67046 1.75281 1 
-5.28173 -1.8033 2 
5.85719 4.84843 0 
-1.54505 -1.16025 1 
-9.81375 6.33329 2 
7.17892 4.64739 0 
4.84129 2.88593 1 
-5.49782 -3.791 2 
4.49438 12.1559 0 
3.24666 4.95038 1 
-8.52473 2.54498 2 
9.40325 -5.49185 0 
-3.24575 -2.4879 1 
-7.92716 3.48355 2 
6.73113 4.44945 0 
-6.65147 -3.33537 1 
-6.30337 0.72662 2 
